title,year,mpaa,runtime,genres,star_rating,director,stars,gross,release_date
Andrei Tarkovsky Retrospective,2002,,,,,,,"$177,345","Sep 20, 2002"
Andrew Henry's Meadows,2010,,,Comedy,,,,$0,"Dec 31, 2010"
Andrew Lloyd Webber's Love Never Dies,2012,,,Concert/Performance,,,,$0,"May 23, 2012"
Andrei Rublev,1966,,,Drama,,,,$0,"Dec 31, 1966"
Android Insurrection,2012,,,,,,,$0,"Dec 31, 2012"
The Andromeda Strain,1971,,,Thriller/Suspense,,,,"$12,376,563","Jan 1, 1971"
Andromedia,2004,,,Drama,,,,$0,"Oct 8, 2004"
Andronâ€”The Black Labyrinth,2016,,,Drama,,,,$0,"Jun 3, 2016"
Anesthesia,2016,,,Drama,,,,"$26,799","Jan 8, 2016"
Anfea: The Answer,2011,,,Drama,,,,$0,"Dec 31, 2011"
Ang Babae Sa Septic Tank 2: #ForeverIsNotEnough,2017,,,Comedy,,,,$0,"Jan 27, 2017"
Ang Babaeng Humayo,2017,,,Drama,,,,"$3,906","May 19, 2017"
Ang Dalawang Mrs. Reyes,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Ang Panday,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Angamaly Diaries,2016,,,Action,,,,$0,"Dec 31, 2016"
Angel,1984,,,Thriller/Suspense,,,,"$17,488,564","Jan 13, 1984"
Angel-A,2007,,,Romantic Comedy,,,,"$202,200","May 25, 2007"
Angel & the Badman,2009,,,,,,,$0,"Oct 27, 2009"
An Angel at My Table,1990,,,Drama,,,,"$1,054,638","Sep 20, 1990"
Angel Dog,2011,,,,,,,$0,"Dec 31, 2011"
El Ã�ngel Exterminador,2009,,,Comedy,,,,$0,"Feb 10, 2009"
Angel Eyes,2001,,,Drama,,,,"$24,044,532","May 18, 2001"
Angel Heart,1987,,,Horror,,,,"$17,185,000","Mar 6, 1987"
Angel in the House,2012,,,,,,,$0,"Dec 31, 2012"
Angel of Christmas,2017,,,,,,,$0,"Mar 7, 2017"
Angel of Death,2009,,,,,,,$0,"Jul 28, 2009"
Angel of Decay,2016,,,Thriller/Suspense,,,,$0,"Dec 31, 2016"
The Angel of Pennsylvania Avenue,1996,,,Drama,,,,$0,"Dec 31, 1996"
Angel of the Skies,2013,,,Drama,,,,$0,"Dec 31, 2013"
Angel Town,1990,,,,,,,"$855,810","Dec 31, 1990"
Angela's Ashes,1999,,,Drama,,,,"$13,038,660","Dec 24, 1999"
Angele et Tony,2012,,,,,,,"$7,323","Apr 13, 2012"
Angelica,2017,,,Drama,,,,$0,"Nov 17, 2017"
Angels & Demons,2009,,,Thriller/Suspense,,,,"$133,375,846","May 15, 2009"
Angels and Insects,1996,,,Drama,,,,"$3,390,811","Jan 26, 1996"
Angels Crest,2011,,,Drama,,,,$832,"Dec 30, 2011"
Angels in Stardust,2014,,,Drama,,,,$0,"Feb 21, 2014"
Angels in the Dust,2007,,,Documentary,,,,"$11,606","Sep 14, 2007"
Angels in the Outfield,1994,,,Comedy,,,,"$50,236,831","Jul 15, 1994"
Angel's Ladies,2000,,,Documentary,,,,$0,"Nov 10, 2000"
The Angelsâ€™ Share,2013,,,Comedy,,,,"$312,339","Apr 12, 2013"
Angels Sing,2013,,,Drama,,,,$0,"Nov 1, 2013"
Angels Vs. Bullies,2015,,,Drama,,,,$0,"Dec 31, 2015"
Anger Management,2003,,,Comedy,,,,"$135,560,942","Apr 11, 2003"
Les anges exterminateurs,2007,,,Drama,,,,"$23,308","Mar 7, 2007"
Angie,1994,,,Comedy,,,,"$9,252,349","Mar 4, 1994"
Angrej,2015,,,Comedy,,,,$0,"Dec 31, 2015"
The Angriest Man in Brooklyn,2014,,,Comedy,,,,$0,"May 23, 2014"
The Angry Birds Movie 2,2019,,,Adventure,,,,$0,"Sep 20, 2019"
The Angry Birds Movie,2016,,,Adventure,,,,"$107,509,366","May 20, 2016"
Angry Indian Goddess,2016,,,Comedy,,,,"$23,192","Aug 5, 2016"
Angry Inuk,2017,,,Documentary,,,,$0,"Dec 5, 2017"
"Angry Monk: Reflections on Tibet, The",2009,,,Documentary,,,,"$2,125","Jan 2, 2009"
Angry Sky,2015,,,Documentary,,,,$0,"Dec 31, 2015"
Angst,2017,,,Documentary,,,,$0,"May 30, 2017"
Anguish,2015,,,Horror,,,,$0,"Dec 18, 2015"
Angus,1995,,,Comedy,,,,"$4,812,891","Sep 15, 1995"
Angus Buchan's Ordinary People,2012,,,Drama,,,,$0,"Dec 31, 2012"
"Angus, Thongs and Perfect Snogging",2009,,,Comedy,,,,$0,"Dec 22, 2009"
Ani ve snu!,2016,,,Drama,,,,$0,"Dec 31, 2016"
Anima Intima Anima Rock,2010,,,Concert/Performance,,,,$0,"Nov 23, 2010"
Animal Crackers,2018,,,Adventure,,,,$0,"May 31, 2018"
Animal Factory,2000,,,Drama,,,,"$43,805","Oct 20, 2000"
Animal Kingdom,2010,,,Drama,,,,"$1,044,039","Aug 13, 2010"
The Animal Project,2014,,,Comedy,,,,"$7,580","Jun 6, 2014"
Animal Rescue,2013,,,Drama,,,,$0,"Dec 31, 2013"
The Animal,2001,,,Comedy,,,,"$55,762,229","Jun 1, 2001"
Animals,2008,,,Horror,,,,$0,"Dec 31, 2008"
Animals,2015,,,Drama,,,,"$22,001","May 15, 2015"
The Animation Show,2003,,,Multiple Genres,,,,"$343,071","Sep 5, 2003"
Anime nere,2015,,,Drama,,,,"$100,725","Apr 10, 2015"
Anina Provizija,2016,,,Thriller/Suspense,,,,$0,"Dec 31, 2016"
Aningaad,2013,,,,,,,$0,"Dec 31, 2013"
Anita B.,2015,,,Drama,,,,$0,"Apr 24, 2015"
Anita Ho,2014,,,Comedy,,,,"$3,050","Feb 27, 2014"
Anita O'Day: The Life of a Jazz Singer,2008,,,Documentary,,,,$0,"Aug 15, 2008"
Anita: Speaking Truth to Power,2014,,,Documentary,,,,"$172,634","Mar 21, 2014"
Anja Og Viktor - Braendende Kaerlighed,2007,,,,,,,$0,"Dec 31, 2007"
Anjaana Anjaani,2010,,,,,,,"$854,757","Oct 1, 2010"
Ankara YazÄ± Veda Mektubu,2016,,,Drama,,,,$0,"Dec 31, 2016"
Ann och Eve - de Erotiska,1970,,,Drama,,,,"$18,000,000","Jan 1, 1970"
Anna,2014,,,Thriller/Suspense,,,,$0,"Jun 6, 2014"
Anna,2017,,,Action,,,,$0,"Dec 31, 2017"
Anna and the Apocalypse,2018,,,Comedy,,,,$0,"Dec 31, 2018"
Anna and the King,1999,,,Drama,,,,"$39,251,128","Dec 17, 1999"
Anna Karenina,1997,,,Drama,,,,"$858,553","Apr 4, 1997"
Anna Karenina,2012,,,Drama,,,,"$12,816,367","Nov 16, 2012"
Ð�Ð�Ð�Ð� ÐšÐ�Ð Ð•Ð�Ð˜Ð�Ð�. Ð˜Ð¡Ð¢ÐžÐ Ð˜Ð¯ Ð’Ð ÐžÐ�Ð¡ÐšÐžÐ“Ðž,2017,,,Drama,,,,$0,"Dec 31, 2017"
Annabelle,2014,,,Horror,,,,"$84,273,813","Oct 3, 2014"
Annabelle: Creation,2017,,,Horror,,,,"$102,092,201","Aug 11, 2017"
Annabelle Hooper and the Ghosts of Nantucket,2016,,,Adventure,,,,$0,"Aug 9, 2016"
Annadurai,2017,,,Action,,,,$0,"Dec 31, 2017"
Annapolis,2006,,,Drama,,,,"$17,127,992","Jan 27, 2006"
Anna's Life,2017,,,Drama,,,,$0,"Dec 31, 2017"
Anne Frank Remembered,1996,,,Documentary,,,,"$606,713","Feb 22, 1996"
Anne of Green Gables,2016,,,Drama,,,,$0,"Dec 31, 2016"
L'AnnÃ©e DerniÃ¨re Ã  Marienbad,1962,,,Drama,,,,"$143,381","Mar 7, 1962"
My Mother's Wound,2015,,,Drama,,,,$0,"Dec 31, 2015"
Annie,1982,,,Musical,,,,"$57,059,003","May 21, 1982"
Annie,2014,,,Musical,,,,"$85,911,262","Dec 19, 2014"
Annie Brocoli dans les fonds marins,2003,,,Comedy,,,,"$374,360","Dec 19, 2003"
Annie Claus is Coming to Town,2011,,,Comedy,,,,$0,"Dec 31, 2011"
Annie Get Your Gun,1950,,,Musical,,,,"$8,000,000","May 17, 1950"
Annie Hall,1977,,,Comedy,,,,"$38,251,425","Apr 20, 1977"
Annihilation,2018,,,Thriller/Suspense,,,,"$27,894,743","Feb 23, 2018"
The Annihilation of Fish,2001,,,Drama,,,,"$18,335","Nov 2, 2001"
The Anniversary Party,2001,,,Drama,,,,"$4,013,506","Jun 8, 2001"
Annyeong Hieoro,2017,,,Documentary,,,,$0,"Dec 31, 2017"
AÃ±o Bisiesto,2011,,,Drama,,,,"$12,561","Jun 24, 2011"
O Ano em Que Meus Pais SaÃ­ram de FÃ©rias,2008,,,Drama,,,,"$807,117","Feb 15, 2008"
Ano hi mita hana no namae wo bokutachi wa mada shiranai,2014,,,Drama,,,,$0,"Jan 18, 2014"
Un aÃ±o sin amor,2006,,,Drama,,,,"$24,381","Feb 10, 2006"
Anomalisa,2015,,,Adventure,,,,"$3,759,286","Dec 30, 2015"
The Anomaly,2015,,,Action,,,,$0,"Sep 22, 2015"
Anonyma - Eine Frau in Berlin,2009,,,Drama,,,,"$294,014","Jul 17, 2009"
Anonymous,2004,,,Drama,,,,$0,"Jun 18, 2004"
Anonymous,2011,,,Thriller/Suspense,,,,"$4,463,292","Oct 28, 2011"
Anonymous,2016,,,Drama,,,,"$11,239","Dec 2, 2016"
The Anonymous People,2013,,,Documentary,,,,"$187,459","Aug 16, 2013"
Los aÃ±os desnudos,2008,,,Drama,,,,$0,"Dec 31, 2008"
Another,2016,,,Horror,,,,$0,"Jun 6, 2016"
Another 48 Hrs.,1990,,,Action,,,,"$80,047,413","Jun 8, 1990"
Another Barrio,2018,,,Drama,,,,$0,"Mar 13, 2018"
Another Cinderella Story,2008,,,Romantic Comedy,,,,$0,"Sep 16, 2008"
Another Country,1984,,,Drama,,,,$0,"Jun 29, 1984"
Another Day in Paradise,1998,,,Drama,,,,"$1,036,818","Dec 30, 1998"
Another Earth,2011,,,Drama,,,,"$1,321,194","Jul 22, 2011"
Another Evil,2017,,,Comedy,,,,$0,"May 5, 2017"
Another Gay Movie,2006,,,Comedy,,,,"$654,132","Jul 28, 2006"
Another Gay Sequel,2008,,,Comedy,,,,"$104,828","Aug 29, 2008"
Another Happy Day,2011,,,Drama,,,,"$9,120","Nov 18, 2011"
Another Harvest Moon,2009,,,,,,,$0,"Dec 31, 2009"
Another Me,2014,,,Thriller/Suspense,,,,$0,"Aug 22, 2014"
Another Mother's Son,2016,,,Drama,,,,$0,"Dec 31, 2016"
Another Night of the Living Dead,2011,,,Comedy,,,,$0,"Dec 31, 2011"
Another Stakeout,1993,,,Comedy,,,,"$20,107,504","Jul 23, 1993"
Another Wolfcop,2017,,,Black Comedy,,,,$0,"Dec 1, 2017"
Another Woman,1988,,,Drama,,,,"$1,562,749","Oct 14, 1988"
Another Year,2010,,,Drama,,,,"$3,205,706","Dec 29, 2010"
Another You,1991,,,Comedy,,,,"$2,697,777","Jul 26, 1991"
Anplagghed Al Cinema,2006,,,,,,,$0,"Dec 31, 2006"
Ansatsu kyÃ´shitsu,2015,,,Adventure,,,,$0,"Dec 31, 2015"
Ansatsu kyÃ´shitsu: sotsugyÃ´ hen,2016,,,Adventure,,,,$0,"Dec 31, 2016"
Der Anstandige,2014,,,Documentary,,,,"$21,327","Oct 1, 2014"
The Answer Man,2009,,,Romantic Comedy,,,,"$26,676","Jul 24, 2009"
Answer This,2012,,,Comedy,,,,$0,"Jan 10, 2012"
Answering the Call: Ground Zero's Volunteers,2005,,,Documentary,,,,$0,"Sep 9, 2005"
Answers to Nothing,2011,,,Drama,,,,"$22,049","Dec 2, 2011"
The Ant and the Aardvark,2016,,,Adventure,,,,$0,"Apr 26, 2016"
The Ant Bully,2006,,,Adventure,,,,"$28,142,535","Jul 28, 2006"
Ant-Man,2015,,,Action,,,,"$180,202,163","Jul 17, 2015"
Ant-Man and the Wasp,2018,,,Action,,,,$0,"Jul 6, 2018"
Antapal,2012,,,,,,,$0,"Dec 31, 2012"
Antarctic Edge: 70Âº South,2015,,,Documentary,,,,"$7,193","Apr 17, 2015"
Antarctica,1991,,,Documentary,,,,"$65,000,000","Oct 18, 1991"
Antarctica,2008,,,Romantic Comedy,,,,"$21,445","Aug 29, 2008"
Antarctica: A Year on Ice,2014,,,Documentary,,,,"$288,757","Nov 28, 2014"
Antboy,2014,,,Adventure,,,,$0,"Apr 16, 2014"
Antboy II: Den RÃ¸de Furies hÃ¦vn,2014,,,Action,,,,$0,"Dec 31, 2014"
Antep FÄ±stÄ±ÄŸÄ±,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Anthony Jeselnik: Caligula,2013,,,Comedy,,,,$0,"Jan 15, 2013"
Anthony Kaun Hai,2006,,,Comedy,,,,"$55,418","Aug 4, 2006"
Anthropocene,2016,,,Documentary,,,,$0,"Dec 31, 2016"
Anthropoid,2016,,,Thriller/Suspense,,,,"$2,963,630","Aug 12, 2016"
The Anthropologist,2016,,,Documentary,,,,$0,"Nov 11, 2016"
Anti-Claus,2014,,,Horror,,,,$0,"Dec 31, 2014"
Anti-Matter,2017,,,Thriller/Suspense,,,,$0,"Sep 8, 2017"
Antibirth,2016,,,Horror,,,,$0,"Sep 2, 2016"
Antichrist,2009,,,Drama,,,,"$404,122","Oct 23, 2009"
Antidope,2007,,,,,,,$0,"Dec 31, 2007"
AntikÃ¶rper,2007,,,Thriller/Suspense,,,,$0,"Feb 16, 2007"
Antitrust,2001,,,Thriller/Suspense,,,,"$10,965,209","Jan 12, 2001"
Antiviral,2013,,,Thriller/Suspense,,,,$0,"Apr 12, 2013"
Antonia,1996,,,Drama,,,,"$4,047,426","Feb 9, 1996"
Antonia,2015,,,Drama,,,,$0,"Dec 31, 2015"
AntÃ´nia - O Filme,2007,,,Musical,,,,"$3,550","Sep 21, 2007"
Ants on a Shrimp,2016,,,Documentary,,,,$0,"Jul 29, 2016"
Antwone Fisher,2002,,,Drama,,,,"$21,078,145","Dec 19, 2002"
Antz,1998,,,Adventure,,,,"$90,757,863","Oct 2, 1998"
Anubis,2013,,,,,,,$0,"Dec 31, 2013"
Anuraga Karikkin Vellam,2016,,,Romantic Comedy,,,,$0,"Dec 31, 2016"
Anvil! The Story of Anvil,2009,,,Documentary,,,,"$667,911","Apr 10, 2009"
Any Day,2015,,,Drama,,,,$0,"Apr 1, 2015"
Any Day Now,2012,,,Drama,,,,"$201,395","Dec 14, 2012"
Any Given Sunday,1999,,,Drama,,,,"$75,530,832","Dec 22, 1999"
Any Last Words?,2012,,,,,,,$0,"Dec 31, 2012"
Any Questions for Ben?,2011,,,,,,,$0,"Dec 31, 2011"
Any Which Way You Can,1980,,,Comedy,,,,"$70,687,344","Dec 17, 1980"
Anything,2017,,,Drama,,,,$0,"Dec 31, 2017"
Anything But Love,2003,,,,,,,"$80,776","Nov 14, 2003"
Anything But Ordinary,2011,,,Drama,,,,$0,"Dec 31, 2011"
Anything Else,2003,,,Romantic Comedy,,,,"$3,203,044","Sep 19, 2003"
American Bully,2009,,,,,,,$0,"Dec 31, 2009"
Anywhere But Here,1999,,,Drama,,,,"$18,653,615","Nov 12, 1999"
Ao Jiao & Pian Jian,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Ao men feng yun,2014,,,Drama,,,,$0,"Dec 31, 2014"
Ao men feng yun 2,2015,,,Comedy,,,,$0,"Dec 31, 2015"
Aoki Ôkami: chi hate umi tsukiru made,2008,,,Adventure,,,,$0,"Feb 21, 2008"
Apache,1954,,,Western,,,,"$6,000,000","Jan 1, 1954"
Apache Warrior,2017,,,Documentary,,,,$0,"Dec 12, 2017"
Les Apaches,2014,,,Drama,,,,$0,"Dec 2, 2014"
Apaharan,2005,,,Drama,,,,"$44,133","Dec 2, 2005"
Aparajito,2015,,,Drama,,,,$0,"May 10, 2015"
Aparicio Las,2015,,,Action,,,,$0,"Dec 31, 2015"
Apart,2012,,,,,,,$0,"Dec 31, 2012"
Apartment 1303,2013,,,Thriller/Suspense,,,,$0,"Jul 25, 2013"
Apartment 212,2018,,,Horror,,,,$0,"Mar 16, 2018"
The Apartment,1960,,,Romantic Comedy,,,,"$18,600,000","Jun 15, 1960"
Apne,2007,,,Drama,,,,$0,"Jun 29, 2007"
Apocalypse Code,2007,,,Action,,,,$0,"Dec 31, 2007"
Apocalypse Now,1979,,,Action,,,,"$78,800,000","Aug 15, 1979"
Apocalypse Now Redux,2001,,,Drama,,,,"$4,615,959","Aug 3, 2001"
Apocalypse Of The Dead,2009,,,Horror,,,,$0,"Dec 31, 2009"
Apocalypsis,2018,,,Thriller/Suspense,,,,"$7,910","Mar 2, 2018"
Apocalypto,2006,,,Adventure,,,,"$50,866,635","Dec 8, 2006"
Apollo 13,1995,,,Drama,,,,"$172,070,496","Jun 30, 1995"
Apollo 13 (IMAX),2002,,,Drama,,,,"$1,759,075","Sep 20, 2002"
Apollo 18,2011,,,Thriller/Suspense,,,,"$17,686,929","Sep 2, 2011"
L'apollonide - souvenirs de la maison close,2011,,,Drama,,,,"$19,327","Nov 25, 2011"
The Apology,2017,,,Documentary,,,,$0,"Sep 5, 2017"
El Apostata,2015,,,Multiple Genres,,,,$0,"Dec 31, 2015"
The Apostle,1997,,,Drama,,,,"$20,733,485","Dec 17, 1997"
Apostles of Comedy: Onwards and Upwards,2013,,,Concert/Performance,,,,$0,"Jun 14, 2013"
App,2014,,,Thriller/Suspense,,,,$0,"May 9, 2014"
Appaloosa,2008,,,Western,,,,"$20,211,394","Sep 19, 2008"
Apparition,2015,,,Thriller/Suspense,,,,$0,"May 5, 2015"
Apparition Hill,2015,,,Documentary,,,,$0,"Dec 31, 2015"
Lâ€™Apparition,2018,,,Drama,,,,$0,"Dec 31, 2018"
The Apparition,2012,,,Horror,,,,"$4,936,819","Aug 24, 2012"
Apparitional,2015,,,Horror,,,,$0,"Feb 24, 2015"
The Appearing,2013,,,,,,,$0,"Dec 31, 2013"
Appetites,2015,,,Horror,,,,$0,"Aug 4, 2015"
Applause,2011,,,Drama,,,,$0,"Jan 21, 2011"
The Apple Dumpling Gang,1975,,,Comedy,,,,"$31,916,500","Jul 1, 1975"
Apple of My Eye,2017,,,Drama,,,,$0,"Jan 10, 2017"
The Apple Pushers,2012,,,Documentary,,,,$0,"Dec 31, 2012"
The Apple,2017,,,,,,,$0,"Jun 27, 2017"
Appleseed Alpha,2014,,,Action,,,,$0,"Jul 22, 2014"
Appointment with Death,1988,,,Thriller/Suspense,,,,"$960,040","Jan 1, 1988"
Apprentice,2017,,,Drama,,,,"$2,578","Mar 3, 2017"
Apprentice to Murder,1988,,,Thriller/Suspense,,,,"$466,639","Jan 1, 1988"
Approaching Midnight,2013,,,Drama,,,,$0,"Aug 30, 2013"
Approaching Normal,2013,,,Comedy,,,,$0,"Dec 31, 2013"
Approaching the Elephant,2014,,,Documentary,,,,$0,"Dec 31, 2014"
Approaching the Unknown,2016,,,Drama,,,,"$10,232","Jun 3, 2016"
Appropriate Adult,2012,,,Drama,,,,$0,"Sep 11, 2012"
Appropriate Behavior,2015,,,Comedy,,,,"$46,912","Jan 16, 2015"
Approximately Nels Cline,2011,,,Documentary,,,,$0,"Dec 31, 2011"
AppurushÃ®do,2005,,,Action,,,,"$129,135","Jan 14, 2005"
Appurushido Ex Machina,2008,,,Action,,,,$0,"Mar 11, 2008"
AprÃ¨s la vie,2004,,,Drama,,,,"$38,773","Feb 13, 2004"
AprÃ¨s Mai,2013,,,Drama,,,,"$79,568","May 3, 2013"
AprÃ¨s vous...,2005,,,Comedy,,,,"$830,292","Jun 3, 2005"
April 23rd,2010,,,Drama,,,,$0,"Dec 31, 2010"
"April 29, 1992",2017,,,Thriller/Suspense,,,,$0,"Dec 31, 2017"
April Fool's Day,1986,,,Horror,,,,"$12,947,763","Mar 27, 1986"
The April Fools,1969,,,Romantic Comedy,,,,$0,"Dec 31, 1969"
April Showers,2009,,,,,,,$0,"May 5, 2009"
April's Shower,2006,,,Romantic Comedy,,,,"$16,255","Jan 13, 2006"
Apt Pupil,1998,,,Thriller/Suspense,,,,"$8,863,193","Oct 23, 1998"
Apur Sansar,2015,,,Drama,,,,$0,"May 10, 2015"
Aqours 2nd Love Live! Happy Party Train Tour,2017,,,Concert/Performance,,,,$0,"Dec 31, 2017"
Aqua Tales,2013,,,,,,,$0,"Dec 31, 2013"
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,,,Adventure,,,,"$5,520,368","Apr 13, 2007"
Aquaman,2018,,,Action,,,,$0,"Dec 21, 2018"
Aquamarine,2006,,,Comedy,,,,"$18,597,342","Mar 3, 2006"
Aquarius,2016,,,Drama,,,,"$285,930","Oct 14, 2016"
"Aqui, em Lisboa: EpisÃ³dios da Vida da Cidade",2015,,,Drama,,,,$0,"Dec 31, 2015"
Arabia 3D,2011,,,,,,,$0,"Dec 6, 2011"
Arabian Nights,1942,,,Adventure,,,,"$3,719","Dec 25, 1942"
Arachnophobia,1990,,,Thriller/Suspense,,,,"$53,208,180","Jul 18, 1990"
"Aram Zam Zam, Ili Vsyo Vklyucheno",2011,,,,,,,$0,"Dec 31, 2011"
Arama Motoru,2016,,,Comedy,,,,$0,"Dec 31, 2016"
Aramm,2017,,,Drama,,,,$0,"Dec 31, 2017"
Arang,2006,,,,,,,$0,"Dec 31, 2006"
Aranmanai 2,2016,,,Comedy,,,,$0,"Dec 31, 2016"
Ararat,2002,,,Drama,,,,"$1,693,000","Nov 15, 2002"
The Arbalest,2015,,,,,,,$0,"Dec 31, 2015"
Arbitrage,2012,,,Thriller/Suspense,,,,"$7,919,574","Sep 14, 2012"
The Arbor,2011,,,Documentary,,,,"$21,610","Apr 27, 2011"
Arch of Triumph,1948,,,Drama,,,,"$1,400,000","Apr 20, 1948"
Archaeology of a Woman,2014,,,Drama,,,,$0,"Sep 12, 2014"
The Archer,2017,,,,,,,$0,"Oct 24, 2017"
A.R.C.H.I.E.,2016,,,Adventure,,,,$0,"Apr 19, 2016"
A.R.C.H.I.E. 2,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Archipelago,2014,,,Drama,,,,"$7,791","Jun 27, 2014"
The Architect,2006,,,Drama,,,,"$13,737","Dec 1, 2006"
Architects of Denial,2017,,,Documentary,,,,"$65,424","Oct 6, 2017"
Arctic Adventure: On Frozen Pond,2017,,,,,,,$0,"Apr 18, 2017"
Arctic Justice: Thunder Squad,2018,,,Adventure,,,,$0,"Dec 31, 2018"
Arctic Tale,2007,,,Documentary,,,,"$833,532","Jul 25, 2007"
Ardaas,2015,,,Drama,,,,$0,"Dec 31, 2015"
Dâ€™Ardennen,2017,,,Thriller/Suspense,,,,"$5,638","Jan 6, 2017"
El Ardor,2015,,,Western,,,,"$18,572","Jul 14, 2015"
Are We Done Yet?,2007,,,Comedy,,,,"$49,662,533","Apr 4, 2007"
Are We Not Cats,2018,,,Romantic Comedy,,,,$0,"Feb 23, 2018"
Are We There Yet?,2005,,,Romantic Comedy,,,,"$82,674,398","Jan 21, 2005"
Are You Afraid of the Dark?,2019,,,Horror,,,,$0,"Oct 11, 2019"
Are You Here,2014,,,Comedy,,,,$0,"Aug 22, 2014"
Area 51,2015,,,Thriller/Suspense,,,,"$7,556","May 15, 2015"
Arena,2011,,,Action,,,,$0,"Oct 11, 2011"
L'Argent de poche,2009,,,,,,,"$38,296","Nov 24, 2009"
Lâ€™argent,2017,,,Drama,,,,$0,"Jul 11, 2017"
Argentina,2016,,,Documentary,,,,"$14,869","Jun 17, 2016"
Argento's Dracula 3D,2013,,,Horror,,,,"$4,556","Oct 4, 2013"
Argo,2012,,,Thriller/Suspense,,,,"$136,025,503","Oct 12, 2012"
Arguing the World,1998,,,Documentary,,,,"$47,044","Jan 9, 1998"
Aria,1988,,,Comedy,,,,"$1,028,679","Jan 1, 1988"
Arif v 216,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Arise from Darkness,2017,,,Horror,,,,"$6,112","Jan 5, 2017"
Aristide and the Endless Revolution,2005,,,Documentary,,,,"$6,998","Nov 24, 2005"
The Aristocats,1970,,,Musical,,,,"$55,675,257","Apr 24, 1970"
The Aristocrats,2005,,,Comedy,,,,"$6,377,461","Jul 29, 2005"
Les Aristos,2006,,,,,,,$0,"Dec 31, 2006"
Ð�Ð Ð˜Ð¢ÐœÐ˜Ð¯,2017,,,Drama,,,,$0,"Dec 31, 2017"
Arizona,2011,,,Drama,,,,$0,"Dec 31, 2011"
Arizona Dream,1994,,,Drama,,,,"$106,000","Sep 9, 1994"
Arjun Reddy,2017,,,Drama,,,,$0,"Dec 31, 2017"
Arjun The Warrior Prince,2011,,,Action,,,,"$10,017","May 25, 2011"
The Ark of Mr. Chow,2015,,,Comedy,,,,"$53,252","Jun 19, 2015"
Arlington Road,1999,,,Thriller/Suspense,,,,"$24,419,219","Jul 9, 1999"
Arlo: The Burping Pig,2016,,,Adventure,,,,$0,"Nov 15, 2016"
Armaan,2003,,,Drama,,,,"$301,010","May 16, 2003"
Armadillo,2011,,,Documentary,,,,"$14,566","Apr 15, 2011"
Armageddon,1998,,,Adventure,,,,"$201,578,182","Jul 1, 1998"
Arme Riddere,2014,,,Action,,,,$806,"Jun 27, 2014"
Armed,2017,,,Action,,,,$0,"Dec 31, 2017"
Armed and Dangerous,1986,,,Comedy,,,,"$15,945,534","Aug 15, 1986"
Armed and Deadly,2006,,,,,,,$0,"Dec 31, 2006"
Armed Response,2017,,,Thriller/Suspense,,,,$0,"Aug 4, 2017"
L'armÃ©e des ombres,2006,,,Drama,,,,"$749,866","Apr 28, 2006"
L'armÃ©e du crime,2010,,,Thriller/Suspense,,,,"$37,031","Aug 20, 2010"
L'armee du salut,2015,,,Drama,,,,"$3,929","Jan 23, 2015"
Armida,2013,,,,,,,$0,"Jul 10, 2013"
Armor Hero Captor King,2016,,,Adventure,,,,$0,"Dec 31, 2016"
The Armor Of Light,2015,,,Documentary,,,,"$12,267","Oct 30, 2015"
Armored,2009,,,Thriller/Suspense,,,,"$15,988,876","Dec 4, 2009"
The Armstrong Lie,2013,,,Documentary,,,,"$381,703","Nov 8, 2013"
Army Dog,2016,,,Adventure,,,,$0,"Jan 12, 2016"
Army of Darkness,1993,,,Horror,,,,"$11,502,976","Feb 19, 1993"
Army of Darkness 2,2016,,,Horror,,,,$0,"Dec 31, 2016"
Army of Frankensteins,2015,,,Adventure,,,,$0,"Sep 1, 2015"
Army Of One,2016,,,Comedy,,,,$0,"Nov 4, 2016"
Arn - Riket vid vÃ¤gens slut,2008,,,Action,,,,$0,"Dec 31, 2008"
Arn - Tempelriddaren,2007,,,Action,,,,$0,"Dec 31, 2007"
L'arnacouer,2010,,,Comedy,,,,"$504,030","Sep 10, 2010"
Arna's Children,2004,,,Documentary,,,,$0,"Dec 31, 2004"
Arnolds Park,2007,,,Thriller/Suspense,,,,"$23,616","Oct 19, 2007"
Around China with a Movie Camera,2015,,,Documentary,,,,$0,"Dec 31, 2015"
Around India with a Movie Camera,2017,,,Documentary,,,,$0,"Dec 31, 2017"
Around June,2012,,,Drama,,,,"$9,102","Mar 16, 2012"
Around the Bend,2004,,,Drama,,,,"$193,571","Oct 8, 2004"
Around the Block,2014,,,Drama,,,,$0,"Aug 5, 2014"
Around the World in 80 Days,1956,,,Adventure,,,,"$42,000,000","Oct 17, 1956"
Around the World in 80 Days,2004,,,Adventure,,,,"$24,004,159","Jun 16, 2004"
Aroused,2013,,,Documentary,,,,$0,"May 3, 2013"
Arrancame la Vida,2008,,,Drama,,,,$0,"Dec 31, 2008"
Arranged,2007,,,Drama,,,,"$20,636","Dec 14, 2007"
The Arrangement,1969,,,Drama,,,,$0,"Nov 18, 1969"
